Si


__________________________________________________________________________________________
            LABORATORIO DE DIAGNOSTICO VETERINARIO VILLA MARIA
                                                        
    Alsina y Salgado - Tel:02227-422805/2227580395 - B7240INJ  Lobos (Bs.As.)   
   e-mail : lobos@labvima.com.ar         
                         INFORME  DE  RESULTADOS                                

Informe Nº      :  5433244                                    Especie (**): BOVINO                        
Profesional(**) : Asoc. Rural de Chivilcoy - ECLO Nº 67    Inscripción(**):   0-   0- 0
Propietario(**) : Divita Marina                             Fecha de Ingr.:06/12/2024
Domicilio  (**) :  Mercedes                                  Fecha Proceso :06/12/2024
Muestra Recibida: Leche                             Muestras Recibidas(**): 738
(**) Información suministrada por el cliente.

CALIDAD DE LECHE - Composición - Espectrofotometría Infrarroja - ISO 9622:2013/IDF141:2013.
CALIDAD DE LECHE - Recuento de Células Somáticas-Fluorometría Láser - ISO13366-2:2006/IDF148-2:2006.
CALIDAD DE LECHE - Recuento de Microorganismos totales a 30ºC,ISO 4833:2013-Amd1:2022.
CALIDAD DE LECHE - Recuento de Microorganismos totales-Instrumental-Citometría Láser
CALIDAD DE LECHE - Determinación del punto de Congelación(Crioscopía)-Instrumental - ISO 5764:2009(E)-IDF 108:2009(E)
CALIDAD DE LECHE - Determinación de MUN  - Instrumental - Enzimático     
__________________________________________________________________________________________
           M  G    Protei  Lacto  S  T    R C S   R M    Crioscopía Inhib Bruc. MUN   
Identif  g/100ml g/100ml g/100ml  g/100ml cél/ml  ufc/ml    mºC              mg/dl  
       520  3.17    3.72   5.18   12.87      273                                   
       521  3.82    4.06   4.85   13.75      130                                   
       522  4.17    4.29   4.97   14.45      454                                   
       523  4.23    4.42   4.84   14.51     1454                                   
       524  3.73    3.87   4.97   13.43      138                                   
       525  4.19    4.11   5.30   14.51       72                                   
       526  3.21    3.76   4.68   12.50      210                                   
       527  4.31    4.45   4.65   14.46      116                                   
       528  4.21    4.22   4.95   14.53      108                                   
       529  3.63    3.96   4.92   13.45      331                                   
       530  3.49    3.85   4.98   13.26      196                                   
       531  3.72    3.70   5.21   13.53      243                                   
       532  3.89    3.76   5.11   13.85     1285                                   
       533  3.46    4.16   4.90   13.55      289                                   
       534  4.85    3.85   4.90   14.56      544                                   
       535  4.46    4.02   5.03   14.51      144                                   
       536  3.81    3.77   5.29   13.86      105                                   
       537  4.12    3.83   5.06   13.96       87                                   
       538  2.73    3.77   5.03   12.16      191                                   
       539  3.22    3.97   5.14   13.28       71                                   
       540  4.06    4.21   5.37   14.69      154                                   
       541  3.36    3.62   4.91   12.83      121                                   
       542  3.86    3.83   5.34   13.98      120                                   
       543  2.68    3.47   4.77   11.76      481                                   
       544  3.23    3.96   4.64   12.81      778                                   
       545  3.32    3.74   5.07   13.11      457                                   
       546  2.39    3.51   4.99   11.70      539                                   
       547                                     0                                   
       548  3.12    3.80   5.16   13.04      437                                   
       549  2.55    3.08   4.89   11.34      566                                   
       550                                     0                                   
       551  4.43    3.93   5.24   14.62      146                                   
       552  3.45    3.83   5.00   13.15     3355                                   
       553  4.32    4.15   4.95   14.45      226                                   
       554  3.84    3.66   4.45   13.34      446                                   
       555  4.13    4.14   5.26   14.55      138                                   
       556  3.19    3.55   4.97   13.30      168                                   
       557  3.06    3.84   5.41   13.27      424                                   
       558  3.88    4.10   5.25   14.30      430                                   
       559  3.34    3.90   5.16   13.23      233                                   
       560  3.49    3.44   4.82   13.28      371                                   
       561  2.36    4.49   4.98   12.72      160                                   
       562  3.33    3.29   5.29   12.72      469                                   
       563  3.98    4.37   5.01   14.40      976                                   
       564  2.03    3.89   5.41   12.12      577                                   
       565  1.43    3.99   5.05   11.28      490                                   
       566  2.96    3.69   5.21   12.72      382                                   
       567  3.54    3.90   5.06   13.61      561                                   
       568  3.45    4.17   5.18   13.84      127                                   
       569  2.77    3.94   5.02   12.46      450                                   
       570  2.43    3.67   5.28   12.09      494                                   
       571  4.04    3.97   5.44   14.52       44                                   
       572  4.17    3.97   5.05   14.15      275                                   
       573  3.56    4.19   4.98   13.71      310                                   
       574  3.53    4.18   5.06   13.86      149                                   
       575  4.85    4.52   5.05   15.44       51                                   
       576  4.09    3.92   5.27   14.06      418                                   
       577  4.11    4.00   5.28   14.39      187                                   
       578  3.52    3.62   5.31   13.30      583                                   
       579  3.87    4.01   5.06   13.97      641                                   
       580  4.54    3.72   4.91   14.75      457                                   
       581  3.93    3.86   5.26   14.45      450                                   
       582  4.97    5.35   4.78   16.12      113                                   
       583  3.77    3.79   5.39   14.99      127                                   
       584  3.67    3.83   5.18   13.93       72                                   
       585  3.00    3.73   4.82   13.17      219                                   
       586  4.00    3.85   5.29   14.40      514                                   
       587  5.40    3.96   4.77   16.05      477                                   
       588  4.52    3.86   5.07   14.92      466                                   
       589  4.18    3.72   5.07   14.63      203                                   
       590  4.72    3.85   4.95   15.25       46                                   
       591  3.96    3.82   5.22   13.98      121                                   
       592  4.34    4.24   4.95   14.59      130                                   
       593  4.69    4.49   4.97   15.22      120                                   
       594  4.07    3.72   5.29   13.95       51                                   
       595  3.87    4.19   5.40   14.55      417                                   
       596  4.14    3.80   5.13   13.99      129                                   
       597  4.29    3.94   5.04   14.43       33                                   
       598  3.49    3.67   5.21   13.25      450                                   
       599  5.17    4.95   5.03   16.27      648                                   
       600  3.89    3.84   5.32   14.07       87                                   
       601  3.79    4.44   5.14   14.37      213                                   
       602  3.31    3.89   5.21   13.33      120                                   
       603  4.29    4.71   4.95   15.09      640                                   
       604  4.32    3.50   5.11   14.79      315                                   
       605  4.07    3.71   5.09   14.98       84                                   
       606  4.58    3.91   4.94   13.83       44                                   
       607  5.02    3.89   4.95   15.42      374                                   
       608  4.51    3.63   5.10   15.38      450                                   
       609  4.32    3.88   5.17   13.28      640                                   
       610  4.61    3.40   5.25   15.27       45                                   
       611  4.03    3.81   5.00   14.17      120                                   
       612  4.05    3.47   5.15   13.65       58                                   
       613  3.00    3.81   5.02   13.24      121                                   
       614  4.64    3.85   5.04   15.70      104                                   
       615  4.46    3.91   4.97   15.42      240                                   
       616  3.97    3.78   5.12   13.51       94                                   
       617  4.17    3.98   5.14   14.66      254                                   
       618  4.84    3.87   5.15   15.35       66                                   
       619  3.88    3.44   5.04   15.05      485                                   
       620  3.77    3.86   4.99   13.60      165                                   
       621  3.80    3.70   4.92   14.51      229                                   
       622  4.67    3.82   5.16   15.23      385                                   
       623  3.97    3.40   4.98   14.51      553                                   
       624  3.93    4.25   5.00   14.48      499                                   
       625  3.80    4.00   4.88   14.36      450                                   
       626  3.78    3.94   4.98   14.22      115                                   
       627  3.88    3.81   5.19   14.48       40                                   
       628  4.44    3.48   5.03   14.88      127                                   
       629  3.95    4.21   5.19   14.45      226                                   
       630  3.81    3.96   5.07   13.66      319                                   
       631  3.92    3.95   5.16   13.91      166                                   
       632  4.13    4.26   4.93   14.32      884                                   
       633  3.96    4.39   4.94   14.34      346                                   
       634  3.60    3.95   4.98   13.51       50                                   
       635  4.64    4.50   5.11   15.26      446                                   
       636  3.71    4.20   4.70   13.55      336                                   
       637  3.94    4.04   5.25   14.40       51                                   
       638  3.89    3.70   5.00   13.86      466                                   
       639  4.09    3.81   5.13   14.64      257                                   
       640  4.02    3.95   5.09   14.78      308                                   
       641  3.77    3.84   5.10   14.65      247                                   
       642  4.32    3.77   5.04   14.46       68                                   
       643  4.53    3.50   5.01   14.83      416                                   
       644  4.43    3.64   4.93   14.90      557                                   
       645  4.12    3.96   5.12   14.17      208                                   
       646  5.44    4.45   4.83   15.66      479                                   
       647  4.75    3.56   4.80   16.14      156                                   
       648  4.76    3.82   4.90   14.30      415                                   
       649  5.40    4.52   4.94   15.85      809                                   
       650  4.18    4.86   4.85   15.98      237                                   
       651  5.03    3.51   4.90   15.29       60                                   
       652  4.18    3.88   5.11   14.61      978                                   
       653  4.11    3.93   4.90   14.16       23                                   
       654  3.83    3.87   4.92   13.95      349                                   
       655  4.02    3.74   4.86   14.09      184                                   
       656  4.24    4.50   4.85   14.61      282                                   
       657  4.96    3.78   5.20   15.70      519                                   
       658  4.40    3.89   4.97   14.43      107                                   
       659  4.72    3.97   4.94   15.12      471                                   
       660  3.95    3.87   5.04   13.96      500                                   
       661  4.22    3.71   5.05   14.83      448                                   
       662  4.42    3.22   5.02   14.55      580                                   
       663  3.86    3.82   4.90   14.20       64                                   
       664  3.77    3.89   5.20   15.07      464                                   
       665  3.53    3.50   5.12   14.70      216                                   
       666  3.97    3.67   5.04   15.00      566                                   
       667  4.20    3.80   4.93   14.60      130                                   
       668  4.54    3.74   5.04   15.07      190                                   
       669  3.83    3.30   5.23   14.35       59                                   
       670  3.79    3.86   5.03   13.93      515                                   
       671  3.90    3.48   4.88   13.34      162                                   
       672  4.08    3.58   4.94   13.66      433                                   
       673  4.43    4.03   5.08   14.64      560                                   
       674  4.85    4.35   4.75   15.09      124                                   
       675  5.14    4.66   4.85   15.89       65                                   
       676  4.50    4.46   4.71   14.71      709                                   
       677  5.00    3.64   4.85   15.66      285                                   
       678  4.43    3.85   4.78   14.48      202                                   
       679  3.94    3.78   5.16   14.19      129                                   
       680  3.90    3.89   5.01   14.16      378                                   
       681  3.76    3.72   4.84   13.45       21                                   
       682  3.69    3.85   4.78   13.43      140                                   
       683  3.63    4.29   4.89   13.96      267                                   
       684  3.79    3.89   4.75   13.68      331                                   
       685  3.73    3.91   4.90   13.68      551                                   
       686  4.65    3.84   4.90   14.79      417                                   
       687  4.14    3.77   5.04   14.24      275                                   
       688  3.82    4.01   5.07   13.93      128                                   
       689  3.87    4.55   4.99   14.45      326                                   
       690  3.95    4.35   5.10   14.51      424                                   
       691  5.04    4.81   4.93   15.93      476                                   
       692  4.97    4.32   4.78   15.10       52                                   
       693  4.62    4.24   4.88   14.68      282                                   
       694  4.71    4.53   4.93   15.25      332                                   
       695  4.35    4.78   5.09   15.39      377                                   
       696  4.59    4.64   4.96   15.26       36                                   
       697  4.19    4.43   5.33   14.79      269                                   
       698  4.25    4.29   4.96   14.43      130                                   
       699  4.83    4.64   4.92   15.49      106                                   
       700  3.84    4.47   4.63   14.02      337                                   
       701  4.08    3.93   4.62   13.39      293                                   
       702  5.55    5.19   4.09   15.81      313                                   
       703  4.91    4.91   4.55   15.15      418                                   
       704  3.95    4.45   4.73   14.47     1065                                   
       705  4.43    4.17   4.95   14.47       73                                   
       706  3.96    3.99   4.97   14.29      225                                   
       707  4.64    3.80   4.93   14.85      116                                   
       708  4.14    3.71   4.90   14.66      156                                   
       709  4.26    4.26   4.88   14.26       77                                   
       710  3.38    3.84   5.02   13.74      176                                   
       711  3.19    4.50   5.12   13.82      252                                   
       712  3.90    4.50   5.06   14.32      353                                   
       713  4.08    4.24   4.95   14.15      276                                   
       714  3.99    4.37   5.01   14.52      419                                   
       715  3.86    4.65   4.99   14.72       56                                   
       716  4.68    4.57   5.04   15.27      118                                   
       717  4.82    4.53   5.10   15.51      117                                   
       718  4.49    4.56   4.96   15.17      188                                   
       719  4.37    4.40   5.06   14.84      241                                   
       720  3.90    4.32   4.98   14.31      328                                   
       721  4.18    4.39   4.99   14.63      319                                   
       722  4.62    4.46   4.92   15.07      203                                   
       723  3.89    4.29   4.93   14.57       58                                   
       724  3.72    3.19   4.82   14.15      108                                   
       725  3.82    3.33   4.96   14.69       61                                   
       726  4.60    3.58   5.03   15.34      419                                   
       727  4.91    3.84   4.80   15.68      118                                   
       728  4.07    3.71   5.06   14.60      259                                   
       729  3.98    3.90   4.91   14.39      363                                   
       730  3.85    3.85   4.98   14.38      233                                   
       731  3.75    3.74   4.81   14.05      516                                   
       732  4.04    3.59   4.98   14.37      499                                   
       733  3.94    3.90   5.20   14.61      139                                   
       734  4.03    3.82   4.75   13.69      524                                   
       735  3.76    3.74   4.91   13.66      493                                   
       736  3.72    3.90   4.80   13.29      335                                   
       737  4.27    4.27   4.87   14.27      442                                   
       738  3.38    4.00   4.51   13.53      669                                   



   Observaciones: ( - )
                                                                                                                                                                                                        
Leche Coagulada : ( - )
                                                                                                    
                                                                                                    
Vacíos          :      
58-108-139-468-495-547-550                                                                          
                                                                                                    
Vol.Insuficiente: ( - )
                                                                                                    
                                                                                                    
Lech.c/Calostro : ( - )
                                                                                                    
                                                                                                    
Leche c/Sangre  : ( - )
                                                                                                    
                                                                                                    




VALORES FUERA DEL RANGO DE CALIBRACIÓN:
   M G : < 2.00 g/100ml  > 5.50 g/100ml 
   Prot: < 2.70 g/100ml  > 3.80 g/100ml 
   Lact: < 4.40 g/100ml  > 5.15 g/100ml 
   S T : <10.00 g/100ml  >14.50 g/100ml 

   RCS : <150.000 cél/ml   >1.000.000   cél/ml 

CONTROL DE RECEPCION DE MUESTRAS          CONSERVANTE
S/Solicitud....................:-    Azidiol.............:X     Gradillas :   0
Desordenadas(Fuera de gradilla):-                         -         Tubos :   0
Solicitud no firmada p/Cliente.:-    Otro................:-                
Solicitud Permanente...........:-    Sin Conservante.....:-
Muestras por Duplicado.........:-
Derramadas en el envío.........:-    Temp.Recepción:   5.4 º C.     INV Nº      0
Autorizado por el Cliente......:X
Informe Parcial................:-
Informe por Duplicado..........:-

ESTADISTICAS DE CELULAS 
     DE                  A        Cant.Animales      % que representa
       0.000   <    200.000 ccs.      273 Vacas        36.99% 
     200.000   <    400.000 ccs.      179 Vacas        24.25% 
     400.000   <    600.000 ccs.      153 Vacas        20.73% 
     600.000   <    800.000 ccs.       37 Vacas         5.01% 
     800.000   <   1000.000 ccs.       21 Vacas         2.85% 
 >  1000.000                ccs.       75 Vacas        10.16% 

                    Total Procesadas  738                    


LOBOS, 06
