Si


__________________________________________________________________________________________
            LABORATORIO DE DIAGNOSTICO VETERINARIO VILLA MARIA
                                                        
    Alsina y Salgado - Tel:02227-422805/2227580395 - B7240INJ  Lobos (Bs.As.)   
   e-mail : lobos@labvima.com.ar         
                         INFORME  DE  RESULTADOS                                

Informe Nº      :   168254                                    Especie (**): BOVINO                        
Profesional(**) : Asoc. Rural de Chivilcoy - ECLO Nº 67    Inscripción(**):   0-   0- 0
Propietario(**) : Divita Marina                             Fecha de Ingr.:13/01/2025
Domicilio  (**) :  Mercedes                                  Fecha Proceso :13/01/2025
Muestra Recibida: Leche                             Muestras Recibidas(**): 597
(**) Información suministrada por el cliente.

CALIDAD DE LECHE - Composición - Espectrofotometría Infrarroja - ISO 9622:2013/IDF141:2013.
CALIDAD DE LECHE - Recuento de Células Somáticas-Fluorometría Láser - ISO13366-2:2006/IDF148-2:2006.
CALIDAD DE LECHE - Recuento de Microorganismos totales a 30ºC,ISO 4833:2013-Amd1:2022.
CALIDAD DE LECHE - Recuento de Microorganismos totales-Instrumental-Citometría Láser
CALIDAD DE LECHE - Determinación del punto de Congelación(Crioscopía)-Instrumental - ISO 5764:2009(E)-IDF 108:2009(E)
CALIDAD DE LECHE - Determinación de MUN  - Instrumental - Enzimático     
__________________________________________________________________________________________
           M  G    Protei  Lacto  S  T    R C S   R M    Crioscopía Inhib Bruc. MUN   
Identif  g/100ml g/100ml g/100ml  g/100ml cél/ml  ufc/ml    mºC              mg/dl  
       518  4.58    4.08   5.10   14.42      124                                   
       519  3.79    3.26   5.21   12.85       62                                   
       520  4.84    4.34   5.14   15.12      139                                   
       521  4.78    4.00   5.04   14.62      120                                   
       522  4.69    4.22   5.20   14.94      125                                   
       523  5.41    4.50   5.22   15.91      153                                   
       524  5.19    3.82   4.94   14.68       43                                   
       525  4.67    3.99   5.32   14.74      135                                   
       526  4.20    3.99   4.88   13.81      219                                   
       527  4.77    4.27   5.31   15.20      128                                   
       528  4.03    3.91   5.25   13.77      115                                   
       529  4.54    4.47   5.17   15.01       41                                   
       530  5.35    4.14   5.37   15.55      153                                   
       531  4.05    4.08   5.11   14.28      121                                   
       532  4.89    3.90   5.07   14.80      118                                   
       533  4.06    3.16   5.01   13.09      212                                   
       534  5.11    4.63   5.27   15.84      110                                   
       535  5.89    4.75   5.04   16.51       82                                   
       536  4.80    4.05   5.01   14.71      111                                   
       537  4.48    4.30   5.09   14.84      333                                   
       538  4.73    4.65   4.95   15.22      135                                   
       539  4.00    4.17   5.15   14.18      113                                   
       540  3.80    4.44   5.20   14.31      126                                   
       541  3.05    3.38   5.18   12.52       65                                   
       542  5.01    4.06   5.17   14.98       94                                   
       543  5.28    4.57   5.16   15.64      116                                   
       544  4.32    4.10   4.96   14.32      122                                   
       545  4.00    3.54   5.14   13.51       74                                   
       546  4.77    4.13   5.11   14.90      145                                   
       547  3.70    3.88   5.20   13.35      118                                   
       548  5.01    4.69   5.22   15.73       52                                   
       549  4.32    3.45   5.16   13.67      121                                   
       550  3.86    4.38   5.07   14.20       48                                   
       551  5.78    4.43   4.84   15.72      136                                   
       552  5.27    4.92   5.05   15.41      243                                   
       553  4.46    4.35   5.13   14.78       58                                   
       554  4.37    4.18   5.08   14.34     1735                                   
       555  5.44    4.72   5.38   15.99       42                                   
       556  4.09    3.87   5.35   14.03      374                                   
       557  6.80    3.37   4.91   15.67      250                                   
       558  5.00    4.68   4.64   14.74       31                                   
       559  4.62    3.62   5.02   13.63      285                                   
       560  4.62    4.94   5.36   15.64       36                                   
       561  4.84    3.93   5.27   14.80      138                                   
       562  3.28    3.98   5.49   13.65      122                                   
       563  4.31    4.70   5.31   14.97       43                                   
       564  4.22    3.93   5.42   14.39      121                                   
       565  5.64    4.52   5.25   15.99      227                                   
       566  3.27    3.85   5.29   13.34       96                                   
       567  5.03    4.38   5.05   15.12      436                                   
       568  5.38    4.13   5.07   15.29      131                                   
       569  3.93    4.28   5.37   14.41       85                                   
       570  5.93    4.09   4.97   15.73       51                                   
       571  3.87    3.91   5.47   14.15      145                                   
       572  5.30    4.24   5.04   15.43       72                                   
       573  4.64    4.94   5.15   15.78       89                                   
       574  5.51    3.98   5.06   15.27      138                                   
       575  7.31    4.87   4.45   17.38      162                                   
       576  5.30    4.44   5.01   15.55      117                                   
       577  4.68    3.76   4.77   14.06      170                                   
       578  4.92    4.32   4.99   15.12      214                                   
       579  5.70    4.13   5.04   15.68       96                                   
       580  5.87    4.61   5.04   16.35      764                                   
       581  5.36    3.55   5.13   14.82      121                                   
       582  4.83    3.48   5.02   14.17      257                                   
       583  6.95    4.21   4.83   16.41      129                                   
       584  4.87    4.16   5.24   15.19      215                                   
       585  5.22    4.50   4.85   15.37      139                                   
       586  5.55    4.32   5.16   15.92      507                                   
       587  5.26    4.50   5.05   15.77      101                                   
       588  5.56    4.51   5.03   16.04       83                                   
       589  2.82    3.75   4.91   12.48      132                                   
       590  5.03    4.08   4.84   14.67      200                                   
       591  3.68    3.75   5.21   13.57       68                                   
       592  3.23    3.92   5.55   13.67      308                                   
       593  2.80    3.64   5.36   12.61     1624                                   
       594  3.70    4.31   4.93   13.99      147                                   
       595  4.88    3.65   5.36   14.72      120                                   
       596  3.64    3.84   5.05   13.47      256                                   
       597  4.12    3.77   4.84   13.60     1606                                   



   Observaciones: ( - )
                                                                                                                                                                                                        
Leche Coagulada : ( - )
                                                                                                    
                                                                                                    
Vacíos          :      
388-420                                                                                             
                                                                                                    
Vol.Insuficiente: ( - )
                                                                                                    
                                                                                                    
Lech.c/Calostro : ( - )
                                                                                                    
                                                                                                    
Leche c/Sangre  : ( - )
                                                                                                    
                                                                                                    




VALORES FUERA DEL RANGO DE CALIBRACIÓN:
   M G : < 2.00 g/100ml  > 5.50 g/100ml 
   Prot: < 2.70 g/100ml  > 3.80 g/100ml 
   Lact: < 4.40 g/100ml  > 5.15 g/100ml 
   S T : <10.00 g/100ml  >14.50 g/100ml 

   RCS : <150.000 cél/ml   >1.000.000   cél/ml 

CONTROL DE RECEPCION DE MUESTRAS          CONSERVANTE
S/Solicitud....................:-    Azidiol.............:X     Gradillas :   0
Desordenadas(Fuera de gradilla):-                         -         Tubos :   0
Solicitud no firmada p/Cliente.:-    Otro................:-                
Solicitud Permanente...........:-    Sin Conservante.....:-
Muestras por Duplicado.........:-
Derramadas en el envío.........:-    Temp.Recepción:   5.4 º C.     INV Nº      0
Autorizado por el Cliente......:X
Informe Parcial................:-
Informe por Duplicado..........:-

ESTADISTICAS DE CELULAS 
     DE                  A        Cant.Animales      % que representa
       0.000   <    200.000 ccs.      346 Vacas        57.96% 
     200.000   <    400.000 ccs.      112 Vacas        18.76% 
     400.000   <    600.000 ccs.       26 Vacas         4.36% 
     600.000   <    800.000 ccs.       21 Vacas         3.52% 
     800.000   <   1000.000 ccs.       17 Vacas         2.85% 
 >  1000.000                ccs.       75 Vacas        12.56% 

                    Total Procesadas  597                    


LOBOS, 13
