Si


__________________________________________________________________________________________
            LABORATORIO DE DIAGNOSTICO VETERINARIO VILLA MARIA
                                                        
    Alsina y Salgado - Tel:02227-422805/2227580395 - B7240INJ  Lobos (Bs.As.)   
   e-mail : lobos@labvima.com.ar         
                         INFORME  DE  RESULTADOS                                

Informe Nº      :   972254                                    Especie (**): BOVINO                        
Profesional(**) : Asoc. Rural de Chivilcoy - ECLO Nº 67    Inscripción(**):   0-   0- 0
Propietario(**) : Divita Marina                             Fecha de Ingr.:28/02/2025
Domicilio  (**) :  Mercedes                                  Fecha Proceso :28/02/2025
Muestra Recibida: Leche                             Muestras Recibidas(**): 631
(**) Información suministrada por el cliente.

CALIDAD DE LECHE - Composición - Espectrofotometría Infrarroja - ISO 9622:2013/IDF141:2013.
CALIDAD DE LECHE - Recuento de Células Somáticas-Fluorometría Láser - ISO13366-2:2006/IDF148-2:2006.
CALIDAD DE LECHE - Recuento de Microorganismos totales a 30ºC,ISO 4833:2013-Amd1:2022.
CALIDAD DE LECHE - Recuento de Microorganismos totales-Instrumental-Citometría Láser
CALIDAD DE LECHE - Determinación del punto de Congelación(Crioscopía)-Instrumental - ISO 5764:2009(E)-IDF 108:2009(E)
CALIDAD DE LECHE - Determinación de MUN  - Instrumental - Enzimático     
__________________________________________________________________________________________
           M  G    Protei  Lacto  S  T    R C S   R M    Crioscopía Inhib Bruc. MUN   
Identif  g/100ml g/100ml g/100ml  g/100ml cél/ml  ufc/ml    mºC              mg/dl  
       520  3.77    3.08   4.95   12.64      154                                   
       521  2.93    3.32   4.93   12.15      314                                   
       522  5.45    3.52   4.78   14.35      523                                   
       523  1.93    3.54   5.38   11.87      469                                   
       524  5.08    4.19   4.89   15.08      104                                   
       525  4.27    3.53   4.62   13.19      356                                   
       526  4.23    3.69   4.28   13.07      218                                   
       527  2.96    3.76   5.20   12.85       15                                   
       528  1.96    3.04   5.10   11.08      455                                   
       529  2.62    4.41   5.07   13.14      106                                   
       530  3.97    3.76   5.14   13.83     4571                                   
       531  4.43    3.51   4.67   13.57      231                                   
       532  4.84    4.97   4.77   15.65       70                                   
       533  3.57    3.42   4.78   12.71      200                                   
       534  3.61    3.26   4.68   12.47      474                                   
       535  4.34    4.45   5.03   14.89     1324                                   
       536  3.63    4.01   5.06   13.67      449                                   
       537  3.47    3.89   5.12   13.44      500                                   
       538  2.64    4.06   5.22   12.89       91                                   
       539  3.82    3.74   5.14   13.56      100                                   
       540  2.34    3.47   4.98   11.77      204                                   
       541  3.29    3.34   4.91   12.45      268                                   
       542  3.45    3.95   5.23   13.57     1240                                   
       543  2.45    3.01   4.93   11.29       62                                   
       544  3.34    2.95   4.77   11.94      819                                   
       545  3.53    3.95   4.88   13.38      188                                   
       546  3.37    3.43   4.58   12.32      596                                   
       547  2.62    3.18   4.92   11.65      189                                   
       548  3.95    4.11   5.24   14.40     1118                                   
       549  5.11    3.21   4.67   13.73      446                                   
       550  3.73    4.19   5.07   14.03      487                                   
       551  3.15    3.34   4.97   12.39       12                                   
       552  5.16    4.74   4.74   15.69     1266                                   
       553  3.89    3.56   5.26   13.72      446                                   
       554  3.64    3.75   4.78   13.13      327                                   
       555  5.69    3.87   4.98   15.58      115                                   
       556  3.97    4.00   4.79   12.45      464                                   
       557  3.63    3.37   5.31   13.22      540                                   
       558  2.24    2.88   5.08   11.06      453                                   
       559  3.57    3.76   5.15   13.51      405                                   
       560  3.80    3.58   5.14   13.48     1370                                   
       561  3.21    3.73   5.04   13.01      109                                   
       562  3.36    3.66   4.59   12.58     1304                                   
       563  3.14    2.93   4.89   11.75      634                                   
       564  4.41    2.89   4.70   12.72      317                                   
       565  5.20    3.80   4.82   14.61      114                                   
       566  4.18    4.19   4.67   13.98      278                                   
       567  2.72    3.70   5.21   12.54      457                                   
       568  3.33    3.89   4.95   12.28       75                                   
       569  4.24    3.90   5.10   13.82      270                                   
       570  3.81    3.89   5.00   12.76      414                                   
       571  3.55    3.78   5.15   13.52     2181                                   
       572  2.93    3.89   4.94   11.63      109                                   
       573  4.17    4.41   5.02   14.42       76                                   
       574  3.55    3.41   4.94   12.90      126                                   
       575  4.12    3.76   4.87   12.22      238                                   
       576  3.39    3.87   4.75   13.04      732                                   
       577  3.48    3.90   5.27   13.47      100                                   
       578  4.01    4.22   4.89   14.01      858                                   
       579  4.68    4.54   4.65   14.94      229                                   
       580  3.68    3.33   4.64   12.56      200                                   
       581  3.52    3.41   4.76   12.65      416                                   
       582  3.93    3.98   5.21   14.11      575                                   
       583  4.45    4.79   5.88   12.64     1264                                   
       584  5.08    3.99   4.83   14.94      127                                   
       585  4.45    3.71   4.31   13.21      577                                   
       586  3.82    3.56   5.00   13.30      683                                   
       587  3.42    3.89   5.17   13.22      108                                   
       588  5.32    3.10   4.41   13.45       15                                   
       589  4.07    3.84   5.39   13.20      488                                   
       590  4.92    3.12   4.86   12.78      591                                   
       591  4.30    3.83   4.81   12.89      579                                   
       592  4.00    3.45   5.33   12.96      863                                   
       593  4.87    3.87   4.36   13.13      321                                   
       594  3.58    3.39   4.77   12.74     1091                                   
       595  4.60    3.81   5.13   14.15       30                                   
       596  4.22    3.92   4.88   14.02     1337                                   
       597  4.08    3.76   5.01   13.81      110                                   
       598  4.64    3.80   5.27   12.39      419                                   
       599  4.97    4.79   4.97   12.45      646                                   
       600  3.56    3.12   5.21   12.80      849                                   
       601  3.71    4.01   4.86   13.56      751                                   
       602  2.75    3.49   5.09   12.29      764                                   
       603  3.42    4.05   5.41   13.84      118                                   
       604  4.40    3.61   5.28   14.23      761                                   
       605  6.97    5.07   3.77   16.73      694                                   
       606  4.07    3.53   5.20   13.82     1265                                   
       607  3.49    3.90   5.11   13.43      186                                   
       608  4.72    3.48   5.34   14.37      410                                   
       609  3.89    3.38   5.35   13.48      562                                   
       610  5.45    3.42   3.93   13.35      643                                   
       611  4.61    3.33   4.69   13.38      574                                   
       612  3.81    3.94   5.20   13.92      108                                   
       613  5.39    4.61   4.72   15.66      470                                   
       614  4.82    3.95   5.30   15.01      551                                   
       615  2.75    3.27   5.11   11.99      645                                   
       616  4.85    3.10   4.86   13.47      168                                   
       617  4.35    3.44   5.06   13.75      827                                   
       618  3.15    3.43   5.16   12.73      928                                   
       619  3.73    4.14   5.30   14.07       61                                   
       620  6.78    3.61   4.53   15.30      434                                   
       621  2.29    3.32   4.78   11.29      512                                   
       622  3.63    3.85   5.11   13.61      706                                   
       623  3.49    3.39   4.83   12.56      241                                   
       624  2.71    3.48   5.12   12.17      596                                   
       625  4.17    3.53   5.07   13.61     1380                                   
       626  4.98    3.81   4.47   14.06      687                                   
       627  4.86    4.45   5.09   15.39      579                                   
       628  2.69    4.25   5.27   13.23      849                                   
       629  4.04    3.87   5.23   14.07      813                                   
       630  3.33    3.55   5.49   13.32      648                                   
       631  4.05    3.99   5.26   14.19     1547                                   



   Observaciones: ( - )
                                                                                                                                                                                                        
Leche Coagulada : ( - )
                                                                                                    
                                                                                                    
Vacíos          :      
93-112-119-418-502                                                                                  
                                                                                                    
Vol.Insuficiente: ( - )
                                                                                                    
                                                                                                    
Lech.c/Calostro : ( - )
                                                                                                    
                                                                                                    
Leche c/Sangre  :      
72-74                                                                                               
                                                                                                    




VALORES FUERA DEL RANGO DE CALIBRACIÓN:
   M G : < 2.00 g/100ml  > 5.50 g/100ml 
   Prot: < 2.70 g/100ml  > 3.80 g/100ml 
   Lact: < 4.40 g/100ml  > 5.15 g/100ml 
   S T : <10.00 g/100ml  >14.50 g/100ml 

   RCS : <150.000 cél/ml   >1.000.000   cél/ml 

CONTROL DE RECEPCION DE MUESTRAS          CONSERVANTE
S/Solicitud....................:-    Azidiol.............:X     Gradillas :   0
Desordenadas(Fuera de gradilla):-                         -         Tubos :   0
Solicitud no firmada p/Cliente.:-    Otro................:-                
Solicitud Permanente...........:-    Sin Conservante.....:-
Muestras por Duplicado.........:-
Derramadas en el envío.........:-    Temp.Recepción:   8.9 º C.     INV Nº      0
Autorizado por el Cliente......:X
Informe Parcial................:-
Informe por Duplicado..........:-

ESTADISTICAS DE CELULAS 
     DE                  A        Cant.Animales      % que representa
       0.000   <    200.000 ccs.      164 Vacas        25.99% 
     200.000   <    400.000 ccs.       91 Vacas        14.42% 
     400.000   <    600.000 ccs.      178 Vacas        28.21% 
     600.000   <    800.000 ccs.       49 Vacas         7.77% 
     800.000   <   1000.000 ccs.       35 Vacas         5.55% 
 >  1000.000                ccs.      114 Vacas        18.07% 

                    Total Procesadas  631                    


LOBOS, 28
