Si


__________________________________________________________________________________________
            LABORATORIO DE DIAGNOSTICO VETERINARIO VILLA MARIA
                                                        
    Alsina y Salgado - Tel:02227-422805/2227580395 - B7240INJ  Lobos (Bs.As.)   
   e-mail : lobos@labvima.com.ar         
                         INFORME  DE  RESULTADOS                                

Informe Nº      :  2571254                                    Especie (**): BOVINO                        
Profesional(**) : Asoc. Rural de Chivilcoy - ECLO Nº 67    Inscripción(**):   0-   0- 0
Propietario(**) : Divita Marina                             Fecha de Ingr.:11/06/2025
Domicilio  (**) :  Mercedes                                  Fecha Proceso :11/06/2025
Muestra Recibida: Leche                             Muestras Recibidas(**): 564
(**) Información suministrada por el cliente.

CALIDAD DE LECHE - Composición - Espectrofotometría Infrarroja - ISO 9622:2013/IDF141:2013.
CALIDAD DE LECHE - Recuento de Células Somáticas-Fluorometría Láser - ISO13366-2:2006/IDF148-2:2006.
CALIDAD DE LECHE - Recuento de Microorganismos totales a 30ºC,ISO 4833:2013-Amd1:2022.
CALIDAD DE LECHE - Recuento de Microorganismos totales-Instrumental-Citometría Láser
CALIDAD DE LECHE - Determinación del punto de Congelación(Crioscopía)-Instrumental - ISO 5764:2009(E)-IDF 108:2009(E)
CALIDAD DE LECHE - Determinación de MUN  - Instrumental - Enzimático     
__________________________________________________________________________________________
           M  G    Protei  Lacto  S  T    R C S   R M    Crioscopía Inhib Bruc. MUN   
Identif  g/100ml g/100ml g/100ml  g/100ml cél/ml  ufc/ml    mºC              mg/dl  
       521  5.69    5.04   4.72   16.23      148                                   
       522  6.02    4.90   4.88   16.67      226                                   
       523  5.98    5.07   4.88   16.84      106                                   
       524  6.16    4.79   4.77   16.56      344                                   
       525  6.85    5.11   4.86   17.70      116                                   
       526  7.12    5.45   4.87   18.47      479                                   
       527  5.21    4.64   4.92   15.54      206                                   
       528  5.28    4.50   5.03   15.62      448                                   
       529  3.41    3.66   4.69   12.45     1226                                   
       530  5.23    5.56   4.86   16.41      347                                   
       531  6.35    4.94   4.82   16.92      198                                   
       532  6.21    5.05   4.93   17.01      470                                   
       533  5.35    4.43   4.64   15.18      119                                   
       534  4.37    3.70   5.03   13.81      589                                   
       535  6.90    4.87   4.90   17.51      464                                   
       536  5.12    4.27   5.05   15.17       49                                   
       537  7.37    4.54   4.70   17.45      131                                   
       538  6.48    4.88   4.83   17.10       53                                   
       539  5.07    4.76   4.92   15.55      155                                   
       540  5.00    4.51   4.80   15.08      510                                   
       541  6.99    5.84   4.11   17.94      476                                   
       542  6.81    5.28   4.73   17.65      119                                   
       543  6.06    5.04   4.96   16.86      686                                   
       544  5.48    4.88   4.53   15.71      372                                   
       545  6.37    5.09   4.42   16.74       62                                   
       546  6.21    4.74   4.65   16.50      480                                   
       547  5.39    4.23   5.17   15.51      180                                   
       548  5.90    4.70   4.94   16.42      197                                   
       549  7.90    5.24   4.82   18.90      566                                   
       550  5.75    4.81   4.95   16.31      446                                   
       551  4.98    4.84   4.77   15.40      247                                   
       552  6.20    4.66   5.06   16.65       57                                   
       553  4.48    4.43   4.78   14.43      452                                   
       554  6.35    5.13   4.98   17.40      171                                   
       555  7.03    5.43   4.93   18.27      250                                   
       556  5.42    4.30   4.79   15.28     1686                                   
       557  4.52    3.90   5.38   14.43      278                                   
       558                                     0                                   
       559  6.80    4.91   4.90   17.45      471                                   
       560  4.77    4.05   5.00   14.55      540                                   
       561  6.35    4.80   4.70   16.73      453                                   
       562  5.08    4.20   4.56   12.45      534                                   
       563  6.37    4.56   4.87   16.67      333                                   
       564  5.67    4.53   4.50   15.59      460                                   



   Observaciones: ( - )
                                                                                                                                                                                                        
Leche Coagulada : ( - )
                                                                                                    
                                                                                                    
Vacíos          :      
27-94-96-98-499-558                                                                                 
                                                                                                    
Vol.Insuficiente: ( - )
                                                                                                    
                                                                                                    
Lech.c/Calostro : ( - )
                                                                                                    
                                                                                                    
Leche c/Sangre  : ( - )
                                                                                                    
                                                                                                    




VALORES FUERA DEL RANGO DE CALIBRACIÓN:
   M G : < 2.00 g/100ml  > 5.50 g/100ml 
   Prot: < 2.70 g/100ml  > 3.80 g/100ml 
   Lact: < 4.40 g/100ml  > 5.15 g/100ml 
   S T : <10.00 g/100ml  >14.50 g/100ml 

   RCS : <150.000 cél/ml   >1.000.000   cél/ml 

CONTROL DE RECEPCION DE MUESTRAS          CONSERVANTE
S/Solicitud....................:-    Azidiol.............:X     Gradillas :   0
Desordenadas(Fuera de gradilla):-                         -         Tubos :   0
Solicitud no firmada p/Cliente.:-    Otro................:-                
Solicitud Permanente...........:-    Sin Conservante.....:-
Muestras por Duplicado.........:-
Derramadas en el envío.........:-    Temp.Recepción:   5.6 º C.     INV Nº      0
Autorizado por el Cliente......:X
Informe Parcial................:-
Informe por Duplicado..........:-

ESTADISTICAS DE CELULAS 
     DE                  A        Cant.Animales      % que representa
       0.000   <    200.000 ccs.      247 Vacas        43.79% 
     200.000   <    400.000 ccs.      122 Vacas        21.63% 
     400.000   <    600.000 ccs.       97 Vacas        17.20% 
     600.000   <    800.000 ccs.       36 Vacas         6.38% 
     800.000   <   1000.000 ccs.       18 Vacas         3.19% 
 >  1000.000                ccs.       44 Vacas         7.80% 

                    Total Procesadas  564                    


LOBOS, 11
