Si


__________________________________________________________________________________________
            LABORATORIO DE DIAGNOSTICO VETERINARIO VILLA MARIA
                                                        
    Alsina y Salgado - Tel:02227-422805/2227580395 - B7240INJ  Lobos (Bs.As.)   
   e-mail : lobos@labvima.com.ar         
                         INFORME  DE  RESULTADOS                                

Informe Nº      :  2024254                                    Especie (**): BOVINO                        
Profesional(**) : Asoc. Rural de Chivilcoy - ECLO Nº 67    Inscripción(**):   0-   0- 0
Propietario(**) : Divita Marina                             Fecha de Ingr.:07/05/2025
Domicilio  (**) :  Mercedes                                  Fecha Proceso :07/05/2025
Muestra Recibida: Leche                             Muestras Recibidas(**): 655
(**) Información suministrada por el cliente.

CALIDAD DE LECHE - Composición - Espectrofotometría Infrarroja - ISO 9622:2013/IDF141:2013.
CALIDAD DE LECHE - Recuento de Células Somáticas-Fluorometría Láser - ISO13366-2:2006/IDF148-2:2006.
CALIDAD DE LECHE - Recuento de Microorganismos totales a 30ºC,ISO 4833:2013-Amd1:2022.
CALIDAD DE LECHE - Recuento de Microorganismos totales-Instrumental-Citometría Láser
CALIDAD DE LECHE - Determinación del punto de Congelación(Crioscopía)-Instrumental - ISO 5764:2009(E)-IDF 108:2009(E)
CALIDAD DE LECHE - Determinación de MUN  - Instrumental - Enzimático     
__________________________________________________________________________________________
           M  G    Protei  Lacto  S  T    R C S   R M    Crioscopía Inhib Bruc. MUN   
Identif  g/100ml g/100ml g/100ml  g/100ml cél/ml  ufc/ml    mºC              mg/dl  
       521  5.02    4.23   5.17   15.43      342                                   
       522  5.58    4.41   4.81   15.93       15                                   
       523  4.93    4.11   4.86   14.98       12                                   
       524  5.23    4.40   4.73   15.47      287                                   
       525  5.33    4.00   4.45   14.84      194                                   
       526  4.93    4.37   4.74   14.98       22                                   
       527  5.47    4.15   4.85   15.62      549                                   
       528  5.85    4.70   4.60   16.26      105                                   
       529  4.49    4.27   4.73   14.47      269                                   
       530  5.09    4.58   5.05   15.83       23                                   
       531  4.84    4.39   5.09   15.32       12                                   
       532  4.30    3.75   4.94   13.89      452                                   
       533  5.96    4.87   4.76   16.77      644                                   
       534  7.24    5.07   4.93   18.53      125                                   
       535  6.00    4.67   4.89   16.74      644                                   
       536  4.93    4.15   4.87   14.92      413                                   
       537  5.76    4.65   4.71   16.35      457                                   
       538  4.30    3.85   5.20   14.48      122                                   
       539  5.64    4.83   5.00   16.68      647                                   
       540  4.84    4.57   5.06   15.49      200                                   
       541  4.71    4.38   5.08   15.15      215                                   
       542  4.96    4.22   4.95   15.18       66                                   
       543  5.57    3.83   4.93   16.32      411                                   
       544  5.71    4.37   4.93   16.14      157                                   
       545  5.50    4.09   4.91   15.48       38                                   
       546  5.50    4.89   4.84   16.42      296                                   
       547  4.57    4.30   4.95   14.73      335                                   
       548  4.87    4.08   5.00   14.88      230                                   
       549  4.72    3.88   5.21   14.67      585                                   
       550  5.14    3.72   4.42   14.20      490                                   
       551  5.03    4.33   5.02   15.42      110                                   
       552  4.88    4.47   5.10   15.41      458                                   
       553  4.36    3.72   5.04   13.94      646                                   
       554  5.41    4.43   4.77   15.62      553                                   
       555  5.47    4.86   4.72   16.16      129                                   
       556  4.91    3.70   4.58   14.18      278                                   
       557  5.60    4.32   4.81   15.89      143                                   
       558  6.26    4.59   5.01   17.14      455                                   
       559  5.46    4.28   4.89   15.63      145                                   
       560  5.85    4.33   4.70   15.99       11                                   
       561  5.97    4.73   4.86   16.74      546                                   
       562  7.10    5.19   4.72   18.37      644                                   
       563  4.99    4.04   4.87   14.96      455                                   
       564  4.03    3.95   5.08   13.98      112                                   
       565  5.68    4.54   5.00   16.23       15                                   
       566  4.61    4.25   5.00   14.76      131                                   
       567  4.18    3.85   4.92   13.92      166                                   
       568  4.34    4.01   5.06   14.28      424                                   
       569  7.56    5.39   4.35   18.72       23                                   
       570  5.63    4.70   5.01   16.53      412                                   
       571  4.95    4.63   4.57   15.15      498                                   
       572  7.63    5.09   4.70   18.65      117                                   
       573  4.91    4.32   4.63   14.85      506                                   
       574  6.37    4.77   5.07   17.38       24                                   
       575  5.01    4.34   5.18   15.52      214                                   
       576  4.30    3.70   5.17   13.98      645                                   
       577  5.31    4.66   5.14   16.16      156                                   
       578  5.78    4.52   4.89   16.28       55                                   
       579  5.31    4.32   4.95   15.65      452                                   
       580  4.51    3.77   4.87   14.11      139                                   
       581  4.55    3.45   4.99   13.87       56                                   
       582  6.31    4.91   4.68   17.07      455                                   
       583  4.90    4.78   4.83   15.43      195                                   
       584  5.03    3.72   5.18   14.80       20                                   
       585  5.53    4.11   4.97   15.64      417                                   
       586  4.86    4.03   5.16   14.88      127                                   
       587  4.56    3.54   5.21   14.17      136                                   
       588  5.56    4.56   5.02   16.28       24                                   
       589  5.27    4.25   4.72   15.26      113                                   
       590  3.72    3.65   5.04   13.21      457                                   
       591  5.86    4.54   4.87   16.32       20                                   
       592  4.35    3.84   4.97   14.02      413                                   
       593  5.47    4.68   4.70   15.84      113                                   
       594  4.92    3.91   4.93   14.66      210                                   
       595  5.48    4.37   4.44   15.25      527                                   
       596  5.67    4.71   4.87   16.37      619                                   
       597  5.48    4.56   4.56   15.73      168                                   
       598  6.13    4.61   4.87   16.78      430                                   
       599  4.94    4.35   4.88   15.08      575                                   
       600  4.46    3.97   4.97   14.32      678                                   
       601  4.19    3.94   4.41   13.38      385                                   
       602  6.86    4.44   4.65   17.16      173                                   
       603  4.94    3.80   4.65   14.38      180                                   
       604  4.03    2.87   4.96   12.65      437                                   
       605  3.07    3.44   4.79   12.14      349                                   
       606  4.44    3.39   4.81   13.57       17                                   
       607  4.39    3.60   4.94   13.77      520                                   
       608  4.24    3.68   4.95   13.63      481                                   
       609  5.30    3.38   5.01   14.63      413                                   
       610  4.50    3.67   5.08   14.11      546                                   
       611  4.01    3.33   4.65   12.86      231                                   
       612  4.15    3.55   4.88   13.41      173                                   
       613  3.53    3.25   5.15   12.65      459                                   
       614  2.42    4.35   3.81   11.18     1165                                   
       615  6.28    4.00   4.76   16.07      225                                   
       616  3.71    4.23   4.85   13.53      347                                   
       617  5.21    4.35   4.66   15.19      141                                   
       618  3.80    3.67   5.10   13.28      499                                   
       619                                     0                                   
       620  4.57    4.03   4.86   14.32      122                                   
       621  4.63    4.31   4.86   14.48      580                                   
       622  5.26    4.55   4.73   15.52      411                                   
       623  5.57    4.11   4.99   15.63      496                                   
       624  5.25    3.97   4.97   15.07      125                                   
       625  4.74    3.63   5.25   14.46      313                                   
       626  6.05    4.30   4.32   15.79       11                                   
       627  5.23    4.17   4.84   15.26      120                                   
       628  4.79    4.25   4.67   14.70      258                                   
       629  5.24    4.09   4.89   15.10      453                                   
       630  4.70    4.13   4.93   14.57      644                                   
       631  4.94    4.37   4.69   14.80      209                                   
       632  4.26    4.66   4.03   13.61      133                                   
       633  4.40    3.99   3.97   13.23      277                                   
       634  5.02    4.17   4.87   15.02      456                                   
       635  5.74    4.60   4.80   16.18      453                                   
       636  4.29    4.00   4.79   13.93      112                                   
       637  5.18    4.21   4.66   14.99      188                                   
       638  4.72    3.95   5.19   14.75      270                                   
       639  6.50    4.71   5.06   17.37      316                                   
       640  4.59    4.24   4.84   14.67      458                                   
       641  5.58    4.64   4.82   16.07      645                                   
       642  4.96    3.27   4.91   14.04      884                                   
       643  4.87    4.12   4.83   14.72      137                                   
       644  4.73    3.70   4.79   14.16      195                                   
       645  4.94    4.20   4.62   14.63      129                                   
       646  5.42    4.24   4.83   15.47      130                                   
       647  4.99    4.70   4.52   15.33       23                                   
       648  5.47    4.20   5.20   15.93      100                                   
       649  4.65    4.16   4.23   13.97      195                                   
       650  5.38    3.82   5.12   15.83       18                                   
       651  5.70    3.92   4.97   16.27      100                                   
       652  4.88    3.81   4.46   14.85       10                                   
       653  6.07    3.72   4.97   16.31      219                                   
       654  5.55    3.82   4.40   15.66      458                                   
       655  8.01    4.63   4.56   18.63      642                                   



   Observaciones: ( - )
                                                                                                                                                                                                        
Leche Coagulada : ( - )
                                                                                                    
                                                                                                    
Vacíos          :      
62-443-480-619                                                                                      
                                                                                                    
Vol.Insuficiente: ( - )
                                                                                                    
                                                                                                    
Lech.c/Calostro : ( - )
                                                                                                    
                                                                                                    
Leche c/Sangre  : ( - )
                                                                                                    
                                                                                                    




VALORES FUERA DEL RANGO DE CALIBRACIÓN:
   M G : < 2.00 g/100ml  > 5.50 g/100ml 
   Prot: < 2.70 g/100ml  > 3.80 g/100ml 
   Lact: < 4.40 g/100ml  > 5.15 g/100ml 
   S T : <10.00 g/100ml  >14.50 g/100ml 

   RCS : <150.000 cél/ml   >1.000.000   cél/ml 

CONTROL DE RECEPCION DE MUESTRAS          CONSERVANTE
S/Solicitud....................:-    Azidiol.............:X     Gradillas :   0
Desordenadas(Fuera de gradilla):-                         -         Tubos :   0
Solicitud no firmada p/Cliente.:-    Otro................:-                
Solicitud Permanente...........:-    Sin Conservante.....:-
Muestras por Duplicado.........:-
Derramadas en el envío.........:-    Temp.Recepción:   8.6 º C.     INV Nº      0
Autorizado por el Cliente......:X
Informe Parcial................:-
Informe por Duplicado..........:-

ESTADISTICAS DE CELULAS 
     DE                  A        Cant.Animales      % que representa
       0.000   <    200.000 ccs.      294 Vacas        44.89% 
     200.000   <    400.000 ccs.      127 Vacas        19.39% 
     400.000   <    600.000 ccs.      151 Vacas        23.05% 
     600.000   <    800.000 ccs.       51 Vacas         7.79% 
     800.000   <   1000.000 ccs.       13 Vacas         1.98% 
 >  1000.000                ccs.       19 Vacas         2.90% 

                    Total Procesadas  655                    


LOBOS, 07
